ID,model_ID,year,price,mileage,engineSize,transmission_ID,fuel_ID
10736,25,2014,12900,41000,1.600000024,1,5
10737,25,2018,26000,16250,1.5,1,5
10738,25,2017,22767,30676,2.099999905,1,1
10739,25,2015,12000,40005,2.099999905,1,1
10740,25,2017,18999,38000,2,1,3
10741,25,2016,14000,45000,2.099999905,1,1
10742,25,2015,12000,40005,2.099999905,1,1
10743,25,2009,4343,120000,2.099999905,1,1
10744,25,2016,16500,51936,2.099999905,1,1
10745,25,2019,27750,4000,2,1,1
10746,25,2019,28950,8500,2,1,1
10747,25,2007,3495,119168,1.799999952,1,5
10748,25,2017,59740,21800,4,1,5
10749,25,2019,44990,19999,4,1,5
10750,25,2019,54990,1600,4,1,5
10751,25,2015,15995,46221,2.099999905,1,1
10752,25,2016,14000,45000,2.099999905,1,1
10753,25,2015,12000,40005,2.099999905,1,1
10754,25,2017,22767,30676,2.099999905,1,1
10755,25,2014,12998,52712,2.099999905,4,1
10756,25,2017,17998,59858,2.099999905,4,1
10757,25,2019,28998,22,1.600000024,2,5
10758,25,2017,24998,28234,2,4,5
10759,25,2016,19498,22803,2.099999905,4,1
10760,25,2018,23498,17093,2.099999905,4,1
10761,25,2019,25498,8150,1.600000024,4,1
10762,25,2019,24998,9344,2,4,1
10763,25,2016,18498,31891,2,4,3
10764,25,2014,15498,36243,2.099999905,4,1
10765,25,2017,20995,33000,2.099999905,4,1
10766,25,2018,31995,11300,3,4,5
10767,25,2017,23995,32800,2.099999905,4,1
10768,25,2014,16995,37600,2.099999905,1,1
10769,25,2017,24995,14000,2,1,5
10770,25,2014,26998,24175,6.199999809,4,5
10771,25,2016,20498,27968,2.099999905,4,1
10772,25,2018,27498,9255,2,4,1
10773,25,2016,16998,26973,1.600000024,4,1
10774,25,2018,27498,12491,2.099999905,4,1
10775,25,2019,27698,14999,2,4,1
10776,25,2016,27498,37941,3,4,5
10777,25,2019,32498,11301,2,4,1
10778,25,2019,24498,12629,2.099999905,4,1
10779,25,2017,21498,20981,2.099999905,4,1
10780,25,2017,18998,23760,2.099999905,4,1
10781,25,2014,15998,26216,2.099999905,4,1
10782,25,2013,9298,80485,2.099999905,4,1
10783,25,2018,22998,18739,2.099999905,4,1
10784,25,2016,12998,53453,2.099999905,2,1
10785,25,2016,22998,23090,2.099999905,4,1
10786,25,2016,17998,26100,2.099999905,2,1
10787,25,2019,28498,4285,2,4,1
10788,25,2016,18998,28388,1.600000024,4,1
10789,25,2017,20998,16902,2.099999905,4,1
10790,25,2016,21998,31227,2.099999905,4,1
10791,25,2015,13998,24010,1.600000024,2,1
10792,25,2019,24498,15838,2,4,1
10793,25,2017,20998,17657,2.099999905,4,3
10794,25,2019,30498,4977,2,4,1
10795,25,2016,19498,24756,2.099999905,4,1
10796,25,2014,15298,41416,2.099999905,4,1
10797,25,2019,33998,3814,1.5,4,5
10798,25,2019,32998,17,1.5,4,5
10799,25,2016,16498,37080,2.099999905,4,1
10800,25,2016,15498,73582,2.099999905,4,1
10801,25,2014,15498,23772,2.099999905,4,1
10802,25,2017,18998,28808,2.099999905,4,1
10803,25,2019,24495,10000,2,4,1
10804,25,2016,18990,26413,2.099999905,4,1
10805,25,2014,10995,98000,2.099999905,2,1
10806,25,2014,15698,39920,2.099999905,4,1
10807,25,2019,22498,10455,1.5,4,5
10808,25,2016,19298,27644,2.099999905,4,1
10809,25,2017,16498,63916,2,4,3
10810,25,2018,19998,15383,1.5,4,5
10811,25,2018,20685,21929,2.099999905,4,1
10812,25,2018,20489,16900,2.099999905,4,1
10813,25,2017,13800,34015,2.099999905,2,1
10814,25,2019,31998,2000,2,4,5
10815,25,2019,29998,28000,2,4,5
10816,25,2019,24998,22400,1.5,4,5
10817,25,2019,32998,2878,2,4,5
10818,25,2019,32998,4500,2,4,5
10819,25,2019,29998,836,2,4,5
10820,25,2017,23998,14462,2.099999905,4,1
10821,25,2016,20998,23429,2,4,3
10822,25,2017,16498,20764,2.099999905,1,1
10823,25,2013,11998,31706,2.099999905,4,1
10824,25,2015,12495,55000,2.099999905,1,1
10825,25,2019,19298,10059,1.5,1,5
10826,25,2019,23998,10357,2,4,1
10827,25,2015,12495,50374,2.099999905,4,1
10828,25,2015,17498,42471,2.099999905,4,3
10829,25,2016,16198,41974,2.099999905,2,1
10830,25,2017,18498,20618,2.099999905,4,1
10831,25,2019,24998,15536,1.5,4,5
10832,25,2019,24998,16103,1.5,4,5
10833,25,2019,21998,14576,1.5,4,5
10834,25,2018,29498,6198,2,4,1
10835,25,2018,29498,6265,2,4,1
10836,25,2016,16998,21786,2.099999905,4,1
10837,25,2019,33998,1558,1.5,4,5
10838,25,2019,32998,2258,1.5,4,5
10839,25,2017,18998,26866,2.099999905,4,1
10840,25,2019,32498,1887,1.5,4,5
10841,25,2017,25798,9676,2.099999905,4,1
10842,25,2018,20498,7894,2.099999905,4,1
10843,25,2017,18498,26179,2.099999905,4,1
10844,25,2016,14498,21945,2,2,5
10845,25,2019,29498,2195,2,4,1
10846,25,2017,17998,16291,2,4,5
10847,25,2015,13498,38438,2.099999905,2,1
10848,25,2016,19698,25107,2,1,3
10849,25,2017,22498,20491,2.099999905,4,3
10850,25,2015,11998,52792,1.600000024,2,1
10851,25,2013,11998,30035,1.600000024,4,5
10852,25,2020,39998,3620,2,4,3
10853,25,2019,23498,19204,2,4,1
10854,25,2019,57998,10,4,4,5
10855,25,2015,16315,46155,2.099999905,4,1
10856,25,2016,13991,49494,2.099999905,4,1
10857,25,2016,16998,43014,2.099999905,4,1
10858,25,2017,16498,29283,2.099999905,4,1
10859,25,2016,16998,38830,2.099999905,4,1
10860,25,2016,13690,49761,2.099999905,2,1
10861,25,2014,14490,31801,2.099999905,4,1
10862,25,2017,17998,22349,2,4,5
10863,25,2019,29998,8520,2,4,1
10864,25,2017,18998,27493,2.099999905,4,3
10865,25,2018,18998,15075,2,4,5
10866,25,2019,28998,5116,2,4,1
10867,25,2019,24998,15009,1.5,4,5
10868,25,2018,27998,6787,2,4,1
10869,25,2015,16798,32409,2.099999905,4,1
10870,25,2017,19998,23690,2.099999905,4,1
10871,25,2020,29950,101,2,4,1
10872,25,2017,20790,22485,2.099999905,4,3
10873,25,2013,9490,41921,1.600000024,4,5
10874,25,2017,15690,35488,2.099999905,4,1
10875,25,2017,14990,41647,2.099999905,2,1
10876,25,2015,17290,24923,2.099999905,4,1
10877,25,2018,19490,11810,2.099999905,4,1
10878,25,2019,28990,2000,2,4,1
10879,25,2017,24990,6668,2.099999905,1,1
10880,25,2014,28990,19562,6.199999809,4,5
10881,25,2016,16298,29201,1.600000024,4,1
10882,25,2016,14698,19864,2.099999905,2,1
10883,25,2016,13998,22117,2,2,5
10884,25,2015,14698,43331,2.099999905,4,1
10885,25,2014,10498,51929,2.099999905,4,1
10886,25,2015,11998,42245,2.099999905,4,1
10887,25,2016,15698,42062,2,1,5
10888,25,2015,16998,43883,2.099999905,4,1
10889,25,2016,17998,36587,2,4,3
10890,25,2017,20998,42036,2.099999905,4,1
10891,25,2016,13691,36538,1.600000024,4,1
10892,25,2014,13491,56000,2.099999905,2,1
10893,25,2017,21998,11986,2,4,5
10894,25,2015,14500,38783,2.099999905,4,1
10895,25,2017,15990,38051,2.099999905,4,1
10896,25,2016,20490,10542,2,4,5
10897,25,2018,20890,3033,1.5,4,5
10898,25,2014,14490,59884,2.099999905,4,1
10899,25,2018,21990,1871,1.5,4,5
10900,25,2015,14750,32594,2.099999905,4,1
10901,25,2019,44990,1474,3,1,5
10902,25,2019,24690,15210,1.5,4,5
10903,25,2017,18270,49783,2.099999905,4,1
10904,25,2018,26625,7175,2,1,1
10905,25,2015,13361,35034,2,4,5
10906,25,2017,17490,35576,2.099999905,4,1
10907,25,2019,26427,13888,2,1,1
10908,25,2019,29290,4703,2,4,1
10909,25,2017,23047,8143,2.099999905,4,1
10910,25,2015,13621,57066,1.600000024,4,1
10911,25,2017,18200,25296,2.099999905,4,1
10912,25,2017,16991,29907,2.099999905,4,1
10913,25,2018,23498,5659,2,4,5
10914,25,2015,14698,23063,2.099999905,4,1
10915,25,2013,9798,60948,2.099999905,4,1
10916,25,2016,17998,32769,2.099999905,1,1
10917,25,2017,18998,20949,2.099999905,1,1
10918,25,2016,20700,27890,2.099999905,4,1
10919,25,2015,16990,11954,2.099999905,4,1
10920,25,2014,11791,42879,2.099999905,4,1
10921,25,2015,18191,11470,1.600000024,4,1
10922,25,2016,20991,26205,2.099999905,4,1
10923,25,2017,13321,61305,1.600000024,4,1
10924,25,2016,21998,10561,2.099999905,4,1
10925,25,2017,15998,72939,2,4,3
10926,25,2015,13498,31125,2.099999905,2,1
10927,25,2017,20871,37194,2.099999905,4,1
10928,25,2018,25891,2240,2,4,5
10929,25,2017,20591,21023,2.099999905,4,1
10930,25,2016,19991,35975,2.099999905,4,1
10931,25,2015,15990,55226,2.099999905,4,1
10932,25,2019,30055,3686,2,1,1
10933,25,2017,21650,33943,2,1,5
10934,25,2018,25990,9699,2,4,5
10935,25,2017,17690,25059,2.099999905,4,1
10936,25,2019,30950,101,2,1,1
10937,25,2019,24950,7006,1.5,1,5
10938,25,2015,14998,38671,2.099999905,4,1
10939,25,2017,19798,19877,2,4,3
10940,25,2019,24498,7937,1.5,4,5
10941,25,2018,19991,20027,2.099999905,4,1
10942,25,2017,21991,19953,2.099999905,4,1
10943,25,2018,22591,18551,2.099999905,4,1
10944,25,2019,18790,14288,2.099999905,4,1
10945,25,2019,25950,10485,1.5,1,5
10946,25,2020,29950,101,2,4,1
10947,25,2017,14990,27424,2.099999905,4,1
10948,25,2020,31950,2985,2,1,1
10949,25,2016,20990,36051,2.099999905,4,1
10950,25,2020,28990,3458,1.5,1,5
10951,25,2019,27000,6406,2,4,1
10952,25,2015,12590,65000,2.099999905,4,1
10953,25,2018,20885,22773,2.099999905,4,1
10954,25,2014,25885,37000,6.199999809,4,5
10955,25,2016,14965,30487,2.099999905,4,1
10956,25,2017,16595,29814,2.099999905,1,1
10957,25,2018,17940,28050,2.099999905,4,1
10958,25,2018,19940,18882,2.099999905,4,1
10959,25,2016,16498,27034,1.600000024,4,1
10960,25,2016,14500,40620,1.600000024,4,1
10961,25,2019,27791,9057,2,4,1
10962,25,2019,26499,7060,2,4,1
10963,25,2019,31990,4615,2,4,1
10964,25,2018,20999,9250,1.5,4,5
10965,25,2019,31999,1052,2,4,1
10966,25,2017,17495,25149,2,4,5
10967,25,2019,25495,5947,1.600000024,4,5
10968,25,2019,36995,2749,2,1,1
10969,25,2019,30999,7144,2,4,1
10970,25,2019,29999,4843,2,4,1
10971,25,2016,17880,44641,2.099999905,1,1
10972,25,2016,13660,26682,2.099999905,2,1
10973,25,2016,23920,18865,2.099999905,1,1
10974,25,2017,22960,21225,2.099999905,4,1
10975,25,2017,16590,52519,1.600000024,4,1
10976,25,2017,17990,42000,2.099999905,4,1
10977,25,2019,22270,3233,1.600000024,1,5
10978,25,2016,22680,28535,2.099999905,4,1
10979,25,2017,22440,32629,2.099999905,4,1
10980,25,2016,17820,30748,2.099999905,4,1
10981,25,2016,19290,17600,2.099999905,4,1
10982,25,2016,16390,31360,2.099999905,4,1
10983,25,2016,14450,19598,2,4,5
10984,25,2016,17250,28192,2.099999905,1,1
10985,25,2016,19690,38087,2.099999905,4,1
10986,25,2017,19250,23523,2.099999905,4,1
10987,25,2019,21980,7716,1.5,1,5
10988,25,2019,23990,1647,1.5,1,5
10989,25,2019,21980,5572,1.5,4,5
10990,25,2019,27990,101,2,1,1
10991,25,2015,16998,66796,2.099999905,4,3
10992,25,2016,19698,41056,2.099999905,4,1
10993,25,2015,15498,32140,2.099999905,2,1
10994,25,2020,67999,1500,4,4,5
10995,25,2020,34999,1500,1.5,4,5
10996,25,2016,21299,12249,2,4,5
10997,25,2017,17999,37564,2,4,3
10998,25,2019,19999,14360,1.5,4,5
10999,25,2017,21999,10288,2,4,5
11000,25,2016,17699,43236,2.099999905,4,1
11001,25,2016,14580,33113,2.099999905,4,1
11002,25,2017,23990,19784,2,4,5
11003,25,2019,28660,1610,2,1,1
11004,25,2017,19490,31326,2.099999905,4,1
11005,25,2017,21770,32790,2.099999905,4,1
11006,25,2019,25990,11728,2,4,1
11007,25,2019,28660,6282,2,1,1
11008,25,2017,22590,41131,2.099999905,4,1
11009,25,2017,22770,14052,2.099999905,1,1
11010,25,2015,16480,44929,2.099999905,1,1
11011,25,2018,27698,10579,2,4,1
11012,25,2017,16499,30536,2,4,5
11013,25,2019,19895,10985,1.5,4,5
11014,25,2019,27595,11480,2,4,1
11015,25,2019,25795,12986,2,4,1
11016,25,2019,24499,3984,1.5,4,5
11017,25,2019,30495,8771,2,4,5
11018,25,2019,29999,1683,2,4,1
11019,25,2018,27495,16347,2,4,1
11020,25,2019,21795,6959,1.600000024,2,5
11021,25,2013,9881,50591,1.600000024,1,5
11022,25,2015,13498,14480,2,2,5
11023,25,2019,24450,10471,2,4,1
11024,25,2015,17450,37000,2.099999905,4,1
11025,25,2016,14450,34000,2.099999905,4,1
11026,25,2017,24990,22369,2.099999905,4,1
11027,25,2015,16440,29286,2.099999905,4,1
11028,25,2014,9891,52500,2.099999905,4,1
11029,25,2015,16998,26273,2,4,5
11030,25,2015,16710,48123,2.099999905,4,1
11031,25,2017,22495,19779,2.099999905,1,1
11032,25,2017,21565,39447,2,1,5
11033,25,2017,21697,28272,2,4,5
11034,25,2016,20990,20972,2.099999905,4,1
11035,25,2016,14770,21745,2,4,5
11036,25,2015,13448,31878,2.099999905,4,1
11037,25,2014,15998,34382,2.099999905,4,1
11038,25,2018,27498,12170,2,4,1
11039,25,2016,19498,24111,2,4,3
11040,25,2017,22498,22888,2.099999905,4,1
11041,25,2016,20105,14965,2.099999905,1,1
11042,25,2016,14220,45868,2.099999905,4,1
11043,25,2017,22260,27637,2.099999905,4,1
11044,25,2014,16990,32475,2.099999905,4,1
11045,25,2019,41880,151,3,1,5
11046,25,2019,30990,151,2,1,1
11047,25,2019,28880,7324,1.5,1,5
11048,25,2019,28990,2501,2,1,1
11049,25,2016,18700,33237,2.099999905,4,1
11050,25,2017,17440,63019,2.099999905,4,1
11051,25,2016,17770,27306,2.099999905,4,1
11052,25,2017,18433,34278,2.099999905,4,1
11053,25,2016,21440,26600,2.099999905,4,1
11054,25,2017,22170,19155,2.099999905,4,1
11055,25,2017,21115,31538,2.099999905,4,1
11056,25,2019,21497,3539,1.600000024,4,1
11057,25,2019,28400,1287,2,4,1
11058,25,2016,22765,25178,2.099999905,1,1
11059,25,2018,22880,23061,2.099999905,4,1
11060,25,2019,22455,3761,1.5,1,5
11061,25,2017,17330,22684,2.099999905,4,1
11062,25,2017,18795,46294,2.099999905,1,1
11063,25,2016,15220,39656,2.099999905,4,1
11064,25,2017,21440,13096,2.099999905,4,1
11065,25,2017,20200,21462,2.099999905,4,1
11066,25,2018,19660,5232,1.600000024,4,1
11067,25,2017,22990,15527,2.099999905,4,1
11068,25,2018,22770,21200,2.099999905,4,1
11069,25,2018,19775,45335,2.099999905,4,1
11070,25,2017,24660,9873,2.099999905,4,1
11071,25,2017,33495,22574,4,4,5
11072,25,2019,26890,1705,1.600000024,4,5
11073,25,2019,26885,2622,1.600000024,4,5
11074,25,2019,34790,5298,2,4,1
11075,25,2017,18495,22994,2,4,5
11076,25,2016,15699,30301,2.099999905,4,1
11077,25,2017,18499,28480,1.600000024,4,1
11078,25,2018,24799,20087,2,4,5
11079,25,2017,18995,11800,2.099999905,1,1
11080,25,2014,15280,25901,2.099999905,4,1
11081,25,2014,14795,20417,2,1,5
11082,25,2018,19840,14467,2.099999905,1,1
11083,25,2014,13791,53144,2.099999905,4,1
11084,25,2017,24360,14346,2.099999905,4,1
11085,25,2016,16990,35991,2.099999905,4,1
11086,25,2016,17990,30795,2.099999905,4,1
11087,25,2014,14990,56958,2.099999905,4,1
11088,25,2016,15990,26957,1.600000024,4,1
11089,25,2017,16998,26281,1.600000024,4,1
11090,25,2016,21495,16723,2.099999905,4,1
11091,25,2016,20995,14909,2.099999905,4,1
11092,25,2018,20495,24158,2.099999905,4,1
11093,25,2019,24736,10605,2,4,1
11094,25,2017,21595,12648,2.099999905,4,1
11095,25,2017,21295,36135,2.099999905,4,1
11096,25,2016,19995,19488,2.099999905,4,1
11097,25,2017,23495,23033,2.099999905,4,1
11098,25,2016,15490,22178,1.600000024,4,1
11099,25,2017,17000,23400,2.099999905,4,1
11100,25,2017,16402,22214,2,1,5
11101,25,2019,20682,10920,2.099999905,1,1
11102,25,2018,29232,8673,2,4,1
11103,25,2015,14698,39687,2,4,5
11104,25,2014,14288,54230,2.099999905,4,1
11105,25,2018,18265,16974,2.099999905,4,1
11106,25,2014,15971,14354,2,4,5
11107,25,2017,19465,35599,2,1,5
11108,25,2017,16210,32632,2.099999905,4,1
11109,25,2016,16990,35394,2.099999905,4,1
11110,25,2017,20990,19733,2,4,5
11111,25,2016,17699,15511,2,4,5
11112,25,2017,18495,41857,2.099999905,4,1
11113,25,2019,28995,4099,1.5,4,5
11114,25,2016,14495,50995,1.600000024,1,1
11115,25,2014,13950,45527,2.099999905,4,1
11116,25,2014,12750,74000,2.099999905,4,1
11117,25,2016,19495,45907,2.099999905,1,3
11118,25,2016,18995,38305,2.099999905,4,1
11119,25,2018,19950,33082,2.099999905,4,1
11120,25,2017,19498,22424,2.099999905,4,1
11121,25,2014,16360,46425,2.099999905,4,1
11122,25,2017,16767,24425,2.099999905,1,1
11123,25,2014,10190,62448,2.099999905,4,1
11124,25,2018,19298,39383,2,4,3
11125,25,2015,15998,32023,2.099999905,4,1
11126,25,2016,15998,25202,1.600000024,4,1
11127,25,2017,24698,28631,2.099999905,4,1
11128,25,2016,14398,29002,2.099999905,4,1
11129,25,2014,15998,66140,2.099999905,4,1
11130,25,2018,19950,33082,2.099999905,4,1
11131,25,2014,11149,39173,2.099999905,4,1
11132,25,2018,17990,27000,2,4,5
11133,25,2017,16490,17000,2.099999905,4,1
11134,25,2017,18450,35000,2,4,3
11135,25,2015,11850,39877,2.099999905,4,1
11136,25,2017,16350,14893,1.600000024,4,1
11137,25,2015,10477,81816,2,4,5
11138,25,2018,18998,15408,2,4,5
11139,25,2016,15870,40998,2.099999905,1,1
11140,25,2016,16700,23539,2.099999905,1,1
11141,25,2017,19502,37293,2,4,5
11142,25,2019,28332,7866,2,1,1
11143,25,2016,17992,14160,2.099999905,4,1
11144,25,2019,49280,962,4,1,5
11145,25,2019,28810,2695,2,1,1
11146,25,2019,30000,7311,2,1,5
11147,25,2015,17901,9601,2,4,5
11148,25,2017,19971,28735,2.099999905,4,1
11149,25,2018,26281,10997,2.099999905,4,1
11150,25,2017,17791,20392,2.099999905,4,1
11151,25,2016,16998,59208,2.099999905,1,3
11152,25,2014,14498,39442,2.099999905,4,1
11153,25,2016,16998,35721,2.099999905,4,1
11154,25,2015,16990,7976,2,1,5
11155,25,2016,19798,29643,2.099999905,4,1
11156,25,2016,16998,21967,2,4,5
11157,25,2017,16750,20000,2.099999905,4,1
11158,25,2015,12880,32786,2.099999905,4,1
11159,25,2017,18660,23257,2.099999905,4,1
11160,25,2016,17990,59625,2.099999905,4,1
11161,25,2018,25882,12145,2.099999905,1,1
11162,25,2019,29046,5971,2,1,1
11163,25,2019,26256,14895,2,4,1
11164,25,2017,20498,5630,1.600000024,4,1
11165,25,2013,11298,37964,1.600000024,4,5
11166,25,2017,16500,14077,2.099999905,4,1
11167,25,2014,16990,40000,2,4,5
11168,25,2017,25232,15104,2.099999905,1,1
11169,25,2018,30022,6061,2,1,1
11170,25,2016,15952,34327,2.099999905,1,1
11171,25,2015,15542,49436,2.099999905,4,1
11172,25,2019,39995,4604,3,4,5
11173,25,2019,25995,10085,2,4,1
11174,25,2019,26995,5745,2,4,5
11175,25,2016,17950,20005,2.099999905,1,1
11176,25,2017,15267,25820,2,2,5
11177,25,2016,18247,16975,2,1,3
11178,25,2016,15067,21553,1.600000024,2,1
11179,25,2015,13917,43097,2,1,5
11180,25,2015,15990,26400,2,1,5
11181,25,2016,18833,17593,2.099999905,1,1
11182,25,2019,28980,8501,2,1,1
11183,25,2020,28220,4501,1.600000024,4,1
11184,25,2017,23572,18495,2.099999905,1,1
11185,25,2017,14702,52207,2,2,5
11186,25,2019,20495,13742,2,4,1
11187,25,2016,18495,30000,2.099999905,4,3
11188,25,2017,15495,31070,2,2,5
11189,25,2017,30995,22191,3,1,5
11190,25,2017,25995,20875,2.099999905,1,1
11191,25,2019,23995,15280,1.5,4,5
11192,25,2019,25495,631,2.099999905,4,1
11193,25,2019,26495,3918,2,4,1
11194,25,2016,17995,33000,2.099999905,4,1
11195,25,2017,20981,7693,2,2,5
11196,25,2019,33530,6780,3,1,5
11197,25,2017,22532,20150,2,4,5
11198,25,2019,27036,10415,2,1,1
11199,25,2019,30236,7831,2,1,5
11200,25,2018,25298,8702,2,4,5
11201,25,2017,25498,6067,2.099999905,1,1
11202,25,2016,21698,15804,2,4,3
11203,25,2015,15790,19830,2,4,5
11204,25,2017,33000,10439,3,4,5
11205,25,2016,16998,13795,1.600000024,4,1
11206,25,2017,20612,27526,2.099999905,4,1
11207,25,2016,18211,16206,2.099999905,4,1
11208,25,2019,49780,5654,4,1,5
11209,25,2016,26495,22456,3,4,5
11210,25,2017,20680,22486,2.099999905,4,1
11211,25,2017,16299,30612,2.099999905,1,1
11212,25,2019,27998,10134,2,4,1
11213,25,2017,18240,44118,2,4,3
11214,25,2017,22792,11163,2,4,5
11215,25,2019,24000,7286,1.5,4,5
11216,25,2019,30980,3402,1.5,4,5
11217,25,2017,18231,20185,2,4,5
11218,25,2014,14601,60000,2.099999905,4,1
11219,25,2019,28887,9985,2,1,1
11220,25,2018,23247,10137,2.099999905,1,1
11221,25,2017,22720,14161,2.099999905,1,1
11222,25,2017,18115,20846,2,4,5
11223,25,2019,28429,5866,1.600000024,4,1
11224,25,2020,32480,16,2,4,1
11225,25,2019,41500,3805,3,4,5
11226,25,2016,20480,20169,2.099999905,4,1
11227,25,2016,21000,22156,2.099999905,4,1
11228,25,2019,45980,3830,3,4,5
11229,25,2019,20980,4908,1.5,4,5
11230,25,2016,19750,25000,2.099999905,4,1
11231,25,2020,39995,5000,1.5,4,5
11232,25,2020,37995,5000,1.5,4,5
11233,25,2020,69995,250,4,4,5
11234,25,2020,31995,5000,1.600000024,4,1
11235,25,2019,38995,12357,3,4,5
11236,25,2019,59995,1400,4,4,5
11237,25,2017,15280,27832,1.600000024,2,1
11238,25,2017,35420,24057,4,4,5
11239,25,2017,17980,38609,2.099999905,4,1
11240,25,2016,16890,60677,2.099999905,4,1
11241,25,2020,36990,2151,2,4,5
11242,25,2016,14750,28612,2.099999905,1,1
11243,25,2016,20365,21430,2,4,5
11244,25,2016,21505,16703,2.099999905,1,1
11245,25,2018,24791,16052,2,4,5
11246,25,2015,16581,23985,2.099999905,4,1
11247,25,2019,27810,6621,2,1,1
11248,25,2018,28750,7140,2,1,1
11249,25,2017,26790,4910,2,1,5
11250,25,2016,17981,10581,1.600000024,4,1
11251,25,2019,29890,1646,2,1,5
11252,25,2019,24980,15000,1.600000024,1,1
11253,25,2015,19990,12469,2.099999905,4,1
11254,25,2019,25980,13624,1.5,4,5
11255,25,2019,24980,2072,2,4,5
11256,25,2016,20995,19805,2.099999905,1,1
11257,25,2017,21630,21994,2.099999905,1,1
11258,25,2014,12262,39547,2.099999905,4,1
11259,25,2020,29880,3000,2,4,1
11260,25,2016,22790,9600,2,4,5
11261,25,2016,16657,24247,2.099999905,4,1
11262,25,2019,27480,10100,2,1,1
11263,25,2019,20980,12794,2,4,1
11264,25,2016,18280,36946,2.099999905,4,1
11265,25,2019,26480,11487,2,4,1
11266,25,2018,21000,16424,2.099999905,4,1
11267,25,2019,27980,9731,2,4,1
11268,25,2019,28480,13435,2,4,1
11269,25,2018,24480,10859,2.099999905,4,1
11270,25,2019,24980,4444,1.5,4,5
11271,25,2015,17790,8726,2.099999905,1,1
11272,25,2015,14690,68647,2.099999905,4,1
11273,25,2018,22991,7615,2.099999905,4,1
11274,25,2017,20150,40993,2.099999905,4,1
11275,25,2019,28290,2300,2,1,1
11276,25,2017,20091,24991,2.099999905,4,1
11277,25,2016,17498,63507,2.099999905,4,3
11278,25,2015,10998,92589,2.099999905,2,1
11279,25,2016,15798,41279,2.099999905,4,1
11280,25,2017,16495,25656,1.600000024,4,1
11281,25,2019,41070,7969,3,1,5
11282,25,2016,17822,19682,2.099999905,4,1
11283,25,2019,43990,3318,2,1,3
11284,25,2019,38610,6249,3,1,5
11285,25,2019,34990,3196,1.600000024,1,1
11286,25,2017,20022,35214,2.099999905,4,1
