ID,model_ID,year,price,mileage,tax,mpg,engineSize,transmission_ID,fuel_ID
44,18,2014,13200,83872,125,58.90000153,2,1,1
45,58,2016,15200,58750,145,47.90000153,1.399999976,1,5
46,16,2019,15700,2029,145,49.59999847,1,2,5
47,19,2018,16600,22958,145,50.40000153,1.799999952,1,5
48,17,2017,14400,32097,145,72.40000153,2,1,1
49,18,2017,20200,13057,145,53.29999924,2,1,5
50,71,2017,23700,20278,145,38.70000076,3,1,5
51,17,2016,12750,52561,0,74.30000305,2,2,1
52,19,2015,13000,31604,20,67.30000305,2,1,1
53,58,2016,15900,32011,145,49.59999847,1.399999976,2,5
54,58,2016,15000,39134,30,60.09999847,2,2,1
55,59,2015,14700,89483,205,47.09999847,2,1,1
56,16,2015,15000,56291,200,42.79999924,1.799999952,1,5
57,19,2016,16000,47767,20,61.40000153,2,1,1
58,14,2014,11000,34315,125,53.29999924,1.399999976,2,5
59,16,2016,10200,66369,0,83.09999847,1.600000024,2,1
60,19,2016,18500,34110,30,61.40000153,2,2,1
61,14,2013,7000,76269,0,74.30000305,1.600000024,2,1
62,16,2016,10600,37840,20,70.59999847,1.600000024,2,1
63,16,2017,16000,26249,30,67.30000305,1.600000024,2,1
64,58,2017,15000,44898,125,57.70000076,2,2,1
65,58,2017,14000,67161,150,51.40000153,1.399999976,2,5
66,16,2018,18950,17992,150,54.29999924,1.5,2,5
67,17,2016,10200,97440,20,70.59999847,2,2,1
68,14,2017,11700,19268,150,67.30000305,1,2,5
69,16,2013,11500,51441,125,50.40000153,1.799999952,1,5
70,14,2016,10800,18181,0,67.30000305,1,2,5
71,16,2016,12500,19494,30,67.30000305,2,2,1
72,19,2016,16600,32808,30,61.40000153,2,2,1
73,16,2017,13100,25965,145,65.69999695,2,2,1
74,16,2016,8300,88215,20,68.90000153,2,2,1
75,16,2019,16000,5704,145,49.59999847,1,2,5
76,17,2017,16900,10959,145,51.40000153,1.399999976,2,5
77,59,2016,19600,30201,200,47.09999847,2,1,1
78,58,2017,21800,19319,145,40.40000153,2,1,5
79,19,2017,16200,22582,145,61.40000153,2,2,1
80,18,2017,18700,20052,145,49.59999847,2,2,5
81,58,2016,16100,16666,30,60.09999847,2,2,1
82,16,2016,11300,25626,0,74.30000305,1.600000024,2,1
83,16,2016,14100,10460,20,60.09999847,1.399999976,2,5
84,19,2016,16600,43307,125,57.59999847,2,1,1
85,14,2017,11300,29327,30,55.40000153,1.399999976,2,5
86,58,2017,15600,36714,125,51.40000153,1.399999976,2,5
87,14,2014,10000,28324,125,53.29999924,1.399999976,2,5
88,14,2016,14500,12100,30,56.5,1.399999976,2,5
89,58,2017,16100,18001,145,62.79999924,2,2,1
90,14,2016,10600,28760,30,55.40000153,1.399999976,2,5
91,16,2019,25499,4000,145,44.09999847,1.5,4,5
92,57,2019,25499,7897,145,47.90000153,2,4,1
93,19,2016,15500,24744,125,56.5,3,1,1
94,58,2015,16200,30075,160,51.40000153,2,1,1
95,14,2017,14000,12577,30,58.90000153,1.399999976,2,5
96,19,2016,17300,24421,30,61.40000153,2,1,1
97,14,2016,10600,15567,0,76.30000305,1.600000024,2,1
98,17,2018,17500,15207,145,51.40000153,1.399999976,2,5
99,17,2017,15000,14864,145,52.29999924,1.399999976,2,5
100,17,2019,25499,9000,145,38.70000076,2,4,5
101,17,2019,25000,5000,145,38.70000076,2,2,5
102,57,2019,31000,4264,145,33.20000076,2,4,5
103,58,2019,28000,4000,145,42.79999924,2,2,1
104,58,2019,28000,4000,145,42.20000076,1.5,2,5
105,57,2019,21499,2721,145,49.59999847,1.600000024,2,1
106,57,2019,26000,4000,145,42.20000076,1.5,4,5
107,59,2016,30000,49649,235,42.20000076,3,4,1
108,17,2017,17000,14068,145,51.40000153,1.399999976,2,5
109,17,2017,14500,23092,145,52.29999924,1.399999976,2,5
110,58,2017,17500,30682,160,50.40000153,2,1,1
111,14,2016,10500,18272,0,67.30000305,1,2,5
112,57,2017,14800,23714,145,68.90000153,1.600000024,1,1
113,19,2016,12000,71311,30,61.40000153,2,1,1
114,19,2018,22000,29477,145,61.40000153,2,1,1
115,59,2016,17800,60551,200,47.09999847,2,1,1
116,19,2017,19800,42071,30,61.40000153,2,1,1
117,20,2014,19500,55774,235,44.79999924,3,1,1
118,14,2016,9800,36462,0,76.30000305,1.600000024,2,1
119,16,2016,15500,25376,30,57.59999847,1.399999976,2,5
120,17,2017,16800,39388,145,67.30000305,2,1,1
121,16,2017,11500,64207,20,67.30000305,2,2,1
122,14,2017,12100,49221,145,55.40000153,1.399999976,2,5
123,14,2017,12700,27179,0,76.30000305,1.600000024,2,1
124,17,2014,11700,31376,125,58.90000153,2,2,1
125,18,2015,11500,62668,145,53.29999924,2,1,1
126,17,2017,17400,10001,145,51.40000153,1.399999976,2,5
127,19,2016,16000,52544,30,61.40000153,2,1,1
128,17,2016,13100,63097,125,49.59999847,2,2,5
129,19,2016,14700,72967,30,61.40000153,2,2,1
130,18,2017,21100,32771,145,70.59999847,2,1,1
131,58,2018,24400,13303,145,40.40000153,2,1,5
132,16,2019,18750,2752,145,44.79999924,1.5,2,5
133,58,2016,16500,23307,160,49.59999847,2,2,1
134,14,2017,11000,34551,150,67.30000305,1,2,5
135,16,2017,13400,25457,150,68.90000153,1.600000024,2,1
136,57,2018,20000,12167,150,50.40000153,1.399999976,2,5
137,19,2015,15400,23237,20,67.30000305,2,1,1
138,58,2016,15500,11863,160,50.40000153,2,1,1
139,17,2017,14800,21225,145,72.40000153,2,2,1
140,19,2015,17100,32083,30,61.40000153,2,1,1
141,59,2017,25750,17039,145,55.40000153,2,1,1
142,17,2016,11750,72026,0,74.30000305,2,2,1
143,14,2017,11200,34824,0,67.30000305,1,2,5
144,14,2017,12800,20351,30,55.40000153,1.399999976,2,5
145,17,2017,16000,58028,145,52.29999924,2,1,5
146,18,2017,20000,44783,145,62.79999924,2,1,1
147,17,2014,11950,60604,20,67.30000305,2,2,1
148,17,2013,9400,39998,30,65.69999695,2,2,1
149,17,2017,20000,20852,30,65.69999695,2,1,1
150,19,2016,13300,79728,30,64.19999695,2,2,1
151,19,2017,18500,29095,20,64.19999695,2,1,1
152,16,2013,8300,98940,0,74.30000305,1.600000024,2,1
153,14,2016,13500,22780,30,58.90000153,1.399999976,2,5
154,18,2018,19800,20832,150,47.09999847,2,2,5
155,58,2016,15400,29196,145,55.40000153,2,1,1
156,17,2017,13900,14392,145,53.29999924,1.399999976,2,5
157,17,2018,15600,20070,145,52.29999924,1.399999976,2,5
158,19,2016,16200,89334,30,62.79999924,3,1,1
159,14,2016,10600,21428,0,67.30000305,1,2,5
160,17,2016,14300,45485,20,70.59999847,2,2,1
161,58,2016,14700,32704,30,60.09999847,2,2,1
162,58,2018,19100,42209,145,42.20000076,2,1,5
163,17,2017,18100,17278,145,48.70000076,1.399999976,2,5
164,14,2017,11400,29515,0,67.30000305,1,2,5
165,16,2014,11600,43662,20,67.30000305,2,2,1
166,17,2017,17300,45225,145,62.79999924,2,1,1
167,19,2017,16400,45491,30,61.40000153,2,2,1
168,59,2014,17100,52267,235,37.70000076,2,2,5
169,16,2014,11498,40807,125,50.40000153,1.799999952,4,5
170,58,2014,11698,65959,160,49.59999847,2,2,1
171,59,2014,18998,47648,260,35.79999924,2,4,5
172,59,2017,25498,27948,145,40.90000153,2,4,5
173,17,2013,10498,31169,145,49.59999847,1.799999952,2,5
174,17,2013,9498,42011,145,47.09999847,2,1,5
175,19,2015,19998,56115,160,50.40000153,3,4,1
176,19,2015,16798,65835,125,61.40000153,2,4,1
177,19,2017,23998,63383,145,45.59999847,3,4,1
178,59,2017,36998,34011,145,34,3,4,5
179,18,2014,13998,52132,160,49.59999847,3,4,1
180,17,2015,15995,38787,145,55.40000153,2,2,1
181,14,2017,13495,34554,150,55.40000153,1.399999976,2,5
182,59,2017,30985,17502,145,40.40000153,2,4,5
183,80,2019,29485,3000,145,40.90000153,2,1,5
184,19,2015,16985,34646,30,61.40000153,2,2,1
185,59,2017,26485,18000,150,56.5,2,4,1
186,58,2018,23985,17085,150,47.90000153,1.399999976,4,5
187,14,2017,12485,48166,20,72.40000153,1.600000024,2,1
188,59,2015,22485,38421,205,47.09999847,2,4,1
189,18,2015,16498,46637,30,61.40000153,2,2,1
190,16,2016,11998,24468,0,74.30000305,1.600000024,2,1
191,59,2017,24985,29343,200,47.09999847,2,1,1
192,16,2019,17985,8449,145,51.40000153,1.600000024,2,1
193,18,2017,20485,34679,30,65.69999695,2,2,1
194,16,2018,16985,23860,145,60.09999847,1,4,5
195,17,2018,30985,21009,145,35.79999924,3,1,5
196,19,2019,29985,1881,145,47.90000153,2,1,1
197,19,2019,27985,688,145,47.90000153,2,4,1
198,19,2019,30985,1863,145,47.90000153,2,1,1
199,60,2020,62985,10,145,33.20000076,3,4,1
200,67,2016,44985,49050,325,29.39999962,4,4,5
201,17,2019,28985,1024,145,38.70000076,2,4,5
202,17,2019,24985,448,145,39.79999924,2,4,5
203,17,2019,26985,476,145,39.20000076,2,4,5
204,20,2019,39985,5201,145,38.70000076,3,1,1
205,16,2019,21985,2028,145,42.20000076,1.5,4,5
206,19,2019,45485,3241,145,39.20000076,3,1,1
207,59,2019,33985,355,145,39.20000076,2,1,1
208,18,2019,28985,18,145,39.79999924,2,1,5
209,16,2019,29985,3122,145,41.5,1.5,1,5
210,57,2019,28985,824,145,40.90000153,1.5,2,5
211,19,2019,31985,2811,145,47.90000153,2,4,1
212,19,2019,31985,27,145,50.40000153,2,4,1
213,17,2019,29485,4254,145,38.20000076,2,4,5
214,14,2019,17985,2252,145,48.70000076,1,4,5
215,57,2019,20985,3422,145,47.90000153,1.600000024,1,1
216,57,2019,23685,37,145,47.90000153,1.600000024,1,1
217,17,2019,27985,7299,145,38.20000076,2,4,5
218,57,2019,27985,1414,145,40.90000153,1.5,4,5
219,59,2019,36985,5135,145,38.20000076,2,1,1
220,59,2019,37985,6024,145,38.20000076,2,1,1
221,59,2020,37985,10,145,32.09999847,2,4,5
222,60,2019,49985,10,145,33.20000076,3,1,1
223,60,2019,59995,10,145,33.20000076,3,1,1
224,59,2020,47895,10,145,30.70000076,2,4,5
225,17,2020,31985,10,145,42.20000076,2,4,5
226,60,2015,29985,47606,200,47.90000153,3,1,1
227,14,2015,12485,26625,30,57.59999847,1.399999976,4,5
228,18,2018,24985,5071,145,50.40000153,2,1,5
229,18,2015,21985,28011,260,34.90000153,3,4,5
230,58,2019,34985,10,145,47.09999847,2,1,1
231,18,2019,29985,10,145,51.40000153,2,1,1
232,58,2019,34485,10,145,47.09999847,2,1,1
233,14,2019,19685,10,145,49.59999847,1,2,5
234,17,2019,34985,10,145,53.29999924,2,1,1
235,20,2019,43885,10,145,38.20000076,3,4,1
236,19,2019,35895,2000,145,47.90000153,2,1,1
237,57,2019,26985,10,145,43.5,1.5,1,5
238,19,2019,46985,3510,145,36.20000076,3,1,1
239,16,2019,23985,10,145,44.79999924,1.5,1,5
240,18,2019,28985,10,145,39.79999924,2,1,5
241,18,2019,27985,1010,145,39.79999924,2,1,5
242,19,2019,28985,500,145,47.90000153,2,4,1
243,17,2019,29985,10,145,42.79999924,2,1,5
244,16,2019,21995,10,145,54.29999924,1.600000024,2,1
245,18,2019,31985,10,145,39.79999924,2,1,5
246,18,2019,32485,10,145,51.40000153,2,1,1
247,16,2019,21285,10,145,51.40000153,1.600000024,2,1
248,60,2019,56985,1510,145,33.20000076,3,1,1
249,64,2019,43785,10,145,30.10000038,2.5,4,5
250,17,2016,18498,29845,160,45.59999847,2,4,5
251,16,2014,14995,27355,160,42.79999924,1.799999952,4,5
252,17,2016,17998,20885,30,64.19999695,2,2,1
253,16,2014,10985,10534,30,56.5,1.200000048,1,5
254,16,2016,12995,25895,20,70.59999847,2,2,1
255,14,2016,11495,32867,0,67.30000305,1,2,5
256,59,2015,18295,42793,205,47.09999847,2,4,1
257,19,2015,18998,49039,160,50.40000153,3,4,1
258,57,2017,18485,22501,145,64.19999695,1.600000024,2,1
259,21,2017,38985,1420,145,50.40000153,3,1,1
260,18,2019,29485,10,145,40.40000153,2,1,5
261,18,2017,22998,26939,145,62.79999924,2,4,1
262,21,2014,18998,24786,205,47.90000153,3,4,1
263,17,2017,17698,18761,145,51.40000153,1.399999976,2,5
264,18,2019,27995,10,145,40.40000153,2,1,5
265,58,2019,31985,10,145,42.79999924,2,2,1
266,17,2019,30995,10,145,38.70000076,2,1,5
267,16,2017,18998,22295,30,56.5,1.399999976,4,5
268,57,2017,16995,18068,145,52.29999924,1.399999976,2,5
269,16,2018,19995,25000,150,42.20000076,1.5,2,5
270,57,2017,14495,23043,150,55.40000153,1,2,5
271,18,2014,12998,80902,125,60.09999847,2,4,1
272,17,2019,32485,10,145,50.40000153,2,1,1
273,14,2019,20485,10,145,48.70000076,1,2,5
274,58,2019,34485,10,145,47.09999847,2,1,1
275,58,2016,18698,26474,145,52.29999924,2,2,1
276,59,2013,15998,65458,235,44.09999847,3,4,1
277,80,2018,16498,34170,150,47.09999847,1.799999952,2,5
278,59,2019,31998,100,145,33.20000076,2,4,5
279,58,2019,35985,650,145,47.09999847,2,1,1
280,59,2019,37985,10,145,38.20000076,2,1,1
281,59,2019,31998,10,145,33.20000076,2,4,5
282,17,2019,18998,2928,145,41.5,2,2,5
283,58,2018,19485,7157,145,51.40000153,1.399999976,2,5
284,58,2016,19995,31600,160,50.40000153,2,4,1
285,60,2016,47995,46600,300,39.20000076,4,4,1
286,16,2019,23485,10,145,56.5,2,2,1
287,18,2018,23998,14078,145,45.59999847,2,4,5
288,18,2015,17998,13312,125,57.59999847,2,2,1
289,19,2018,28985,10,145,50.40000153,2,4,1
290,67,2015,46000,20982,325,29.39999962,4,4,5
291,19,2018,26995,15600,145,50.40000153,2,4,1
292,19,2019,33985,5429,145,47.90000153,2,1,1
293,57,2019,30985,2710,145,40.90000153,1.5,1,5
294,60,2019,52985,6423,145,33.20000076,3,1,1
295,14,2017,12698,11017,150,67.30000305,1,2,5
296,58,2017,17298,16908,125,51.40000153,1.399999976,2,5
297,17,2017,16498,28801,125,49.59999847,2,2,5
298,17,2017,16798,23362,145,50.40000153,1.399999976,2,5
299,59,2013,15998,50025,235,37.70000076,2,2,5
300,61,2018,63985,8450,145,32.79999924,3,4,1
301,19,2018,27985,1790,145,50.40000153,2,4,1
302,17,2018,19485,10,145,53.29999924,1.399999976,4,5
303,17,2018,20985,10,145,52.29999924,1.399999976,2,5
304,16,2018,22285,6754,145,52.29999924,1.600000024,1,1
305,58,2014,14500,35423,200,47.90000153,2,4,1
306,16,2017,25000,16703,200,41.5,2,4,5
307,58,2017,15800,37203,125,51.40000153,1.399999976,2,5
308,16,2013,13500,44405,125,58.90000153,2,4,1
309,58,2014,12000,79389,165,50.40000153,2,2,1
310,16,2015,13800,61808,125,57.59999847,2,4,1
311,14,2016,11000,10491,0,67.30000305,1,2,5
312,16,2018,19995,19000,150,49.59999847,2,2,5
313,14,2016,11650,18900,0,67.30000305,1,2,5
314,16,2014,11850,50900,20,68.90000153,2,2,1
315,19,2013,12495,49000,325,29.70000076,2,2,1
316,14,2015,15995,23081,235,39.79999924,2,2,5
317,60,2020,82995,826,145,29.39999962,4,4,1
318,17,2019,25990,5987,145,38.20000076,2,4,5
319,19,2019,30995,2977,145,47.90000153,2,4,1
320,59,2019,34985,7573,145,39.20000076,2,1,1
321,58,2019,31995,3055,145,42.79999924,2,2,1
322,17,2019,29985,22,145,38.70000076,2,1,5
323,17,2019,28485,2250,145,51.40000153,2,1,1
324,59,2016,21498,20547,200,47.09999847,2,4,1
325,59,2019,32895,10,145,39.20000076,2,1,1
326,18,2016,22998,18828,260,35.79999924,3,4,5
327,59,2019,35998,28,145,32.09999847,2,4,5
328,60,2016,29985,38654,200,47.90000153,3,1,1
329,16,2014,16485,25764,200,40.40000153,2,2,5
330,80,2016,19485,28402,30,62.79999924,2,2,1
331,14,2015,13495,17152,30,56.5,1.399999976,2,5
332,16,2016,14995,29775,20,60.09999847,1.399999976,2,5
333,59,2017,39995,7801,145,34,3,4,5
334,59,2015,22990,60599,240,42.79999924,3,4,1
335,14,2017,12495,20670,30,57.59999847,1.399999976,2,5
336,16,2019,24985,2257,145,52.29999924,1.600000024,1,1
337,16,2019,24485,4039,145,51.40000153,1.600000024,2,1
338,16,2016,16485,21241,125,52.29999924,1.399999976,2,5
339,58,2016,20485,16945,160,49.59999847,2,2,1
340,17,2018,24985,18010,145,49.59999847,1.399999976,1,5
341,17,2017,19995,29653,145,62.79999924,2,4,1
342,18,2014,16000,75159,260,34.90000153,3,4,5
343,58,2014,14998,33842,200,47.90000153,2,4,1
344,16,2015,13995,42977,20,67.30000305,2,2,1
345,17,2019,27990,26,145,47.90000153,2,4,1
346,14,2016,11995,17454,0,67.30000305,1,2,5
347,16,2018,15995,17547,150,56.5,1.5,2,5
348,16,2020,35995,314,150,34.90000153,2,4,5
349,14,2016,13585,25010,30,58.90000153,1.399999976,2,5
350,19,2019,31985,3278,145,47.90000153,2,4,1
351,20,2019,32985,1285,145,39.20000076,3,1,1
352,19,2019,30985,4445,145,47.90000153,2,1,1
353,17,2020,34798,6998,145,38.20000076,2,4,5
354,17,2020,40780,6746,145,45.59999847,2,4,1
355,60,2015,34995,21245,205,47.90000153,3,4,1
356,17,2017,18995,27394,30,64.19999695,2,2,1
357,14,2016,12995,29283,0,67.30000305,1,2,5
358,14,2016,14495,20905,30,56.5,1.399999976,2,5
359,14,2017,12995,24386,0,67.30000305,1,2,5
360,80,2017,24995,11621,150,42.79999924,2,4,5
361,16,2019,20985,3409,145,43.5,1.5,4,5
362,59,2016,31995,30172,240,42.20000076,3,4,1
363,17,2015,13995,27016,30,62.79999924,2,2,1
364,17,2020,31985,7456,145,40.90000153,2,2,5
365,19,2019,29490,20,145,55.40000153,3,4,1
366,17,2019,20495,4781,150,40.90000153,2,4,5
367,58,2016,21995,40254,205,40.40000153,2,4,5
368,80,2019,24995,12320,150,40.90000153,2,4,5
369,57,2018,23995,16534,150,49.59999847,1.399999976,2,5
370,58,2017,22995,20075,150,42.20000076,2,4,5
371,16,2016,15995,14401,20,60.09999847,1,2,5
372,16,2016,19995,19430,145,47.90000153,2,4,5
373,65,2013,26995,28359,565,26.39999962,4.199999809,4,5
374,61,2019,49995,16385,150,33.59999847,3,4,1
375,14,2014,11995,24764,0,74.30000305,1.600000024,2,1
376,14,2014,11995,26141,125,53.29999924,1.399999976,2,5
377,18,2020,37331,7532,145,39.20000076,2,4,5
378,18,2020,39454,7925,145,45.59999847,2,4,1
379,18,2020,37507,7639,145,39.79999924,2,4,5
380,58,2020,33462,7914,145,48.70000076,2,4,1
381,59,2018,30995,15706,145,40.40000153,2,4,5
382,17,2019,25990,4598,145,38.20000076,2,2,5
383,21,2018,38995,6588,145,48.70000076,3,4,1
384,60,2016,31995,48248,205,47.90000153,3,4,1
385,16,2019,30995,4549,150,34.5,2,4,5
386,14,2019,18995,7564,145,51.40000153,1,2,5
387,21,2018,41995,11276,145,48.70000076,3,4,1
388,17,2016,19995,20141,30,67.30000305,2,2,1
389,16,2016,16995,16555,20,60.09999847,1.399999976,2,5
390,14,2017,14495,8608,145,67.30000305,1,2,5
391,58,2017,19995,18380,145,49.59999847,1.399999976,2,5
392,58,2017,23995,27136,145,40.40000153,2,4,5
393,16,2016,13995,36409,20,60.09999847,1.399999976,2,5
394,19,2017,27995,35219,150,50.40000153,3,4,1
395,59,2018,33995,10252,150,40.40000153,2,4,5
396,16,2018,17490,16380,145,67.30000305,1.600000024,2,1
397,16,2015,14990,30530,30,64.19999695,2,4,1
398,59,2016,30995,37129,235,42.20000076,3,4,1
399,16,2017,13995,36400,20,61.40000153,1.399999976,2,5
400,60,2018,47995,8618,145,32.79999924,3,4,1
401,57,2018,21995,9634,145,50.40000153,1.399999976,2,5
402,57,2017,19995,18355,145,68.90000153,1.600000024,4,1
403,59,2017,26995,28604,145,40.90000153,2,4,5
404,14,2017,15995,15187,145,76.30000305,1.600000024,2,1
405,18,2015,18990,43417,160,50.40000153,2,4,1
406,21,2018,35995,12195,145,50.40000153,3,4,1
407,18,2018,27995,12686,145,58.90000153,3,4,1
408,14,2019,23995,5356,145,44.09999847,1.5,4,5
409,17,2020,31265,7963,145,41.5,2,4,5
410,18,2020,36312,7423,145,51.40000153,2,4,1
411,14,2017,13995,12148,145,67.30000305,1,2,5
412,59,2016,31995,44525,235,42.20000076,3,4,1
413,58,2016,18495,20952,145,55.40000153,2,2,1
414,19,2019,33490,4582,145,39.20000076,3,4,1
415,59,2014,19995,36970,200,47.90000153,2,2,1
416,58,2015,17995,38244,145,49.59999847,1.399999976,2,5
417,60,2015,31995,26407,200,47.90000153,3,4,1
418,57,2019,23995,6484,145,49.59999847,1.600000024,2,1
419,16,2019,20995,3325,145,49.59999847,1.600000024,2,1
420,58,2017,24995,9078,145,40.40000153,2,4,5
421,14,2017,12995,22427,145,67.30000305,1,2,5
422,17,2015,14995,41755,150,53.29999924,2,4,1
423,16,2015,12490,35455,30,58.90000153,1.399999976,4,5
424,16,2017,14298,14607,20,60.09999847,1,2,5
425,14,2016,11498,24952,30,55.40000153,1.399999976,2,5
426,18,2014,11998,49640,30,64.19999695,2,2,1
427,58,2017,19998,21576,145,49.59999847,1.399999976,2,5
428,59,2017,27995,20870,145,55.40000153,2,4,1
429,17,2017,19995,30300,30,62.79999924,2,4,1
430,58,2016,19995,22353,160,49.59999847,2,2,1
431,58,2016,19995,23205,145,55.40000153,2,4,1
432,14,2017,13995,15361,30,55.40000153,1.399999976,2,5
433,19,2019,29995,8598,145,47.90000153,2,4,1
434,16,2019,19990,6000,145,52.29999924,1.600000024,4,1
435,16,2019,19990,5199,145,52.29999924,1.600000024,4,1
436,14,2018,14995,15092,145,57.70000076,1.399999976,2,5
437,16,2017,36990,3059,145,43.5,2,4,5
438,80,2016,24995,28475,200,40.90000153,2,4,5
439,16,2013,11490,35804,30,54.29999924,1.399999976,2,5
440,16,2017,18495,24000,30,60.09999847,1.399999976,2,5
441,60,2019,46990,3264,145,33.59999847,3,4,1
442,16,2019,23995,2868,145,52.29999924,1.600000024,4,1
443,17,2019,27990,6541,145,47.90000153,2,4,1
444,59,2019,36990,4511,145,38.20000076,2,4,1
445,58,2017,18995,27057,145,47.90000153,1.399999976,4,5
446,17,2013,12990,42185,145,55.40000153,2,2,1
447,59,2015,17995,59120,200,47.09999847,2,4,1
448,18,2016,16498,41431,160,52.29999924,2,4,1
449,59,2019,31998,30,145,33.20000076,2,4,5
450,59,2019,36995,5065,145,38.20000076,2,4,1
451,59,2019,36995,4638,145,38.20000076,2,4,1
452,67,2017,57995,34926,325,29.39999962,4,4,5
453,57,2018,22890,4642,145,46.29999924,1.600000024,4,1
454,19,2015,16995,29558,20,67.30000305,2,4,1
455,19,2019,33298,4899,145,47.90000153,2,4,1
456,16,2017,15995,17000,20,60.09999847,1.399999976,2,5
457,17,2017,20995,51204,145,56.5,2,4,1
458,16,2013,14995,38776,30,56.5,1.399999976,4,5
459,58,2017,19995,21972,145,49.59999847,1.399999976,2,5
460,80,2018,39995,17648,145,34.5,2.5,4,5
461,57,2017,22995,5674,145,52.29999924,1.399999976,4,5
462,18,2017,24995,22086,145,62.79999924,2,4,1
463,21,2019,39995,10090,145,37.70000076,3,4,5
464,58,2015,19995,20825,145,47.90000153,1.399999976,4,5
465,14,2015,12995,20042,30,57.59999847,1.399999976,2,5
466,57,2019,22663,3657,145,49.59999847,1.600000024,2,1
467,57,2019,24368,4502,145,47.90000153,1.600000024,2,1
468,17,2017,19495,31214,30,67.30000305,2,4,1
469,57,2018,19990,16414,145,50.40000153,1.399999976,2,5
470,57,2018,21495,27198,145,50.40000153,1.399999976,2,5
471,16,2018,28995,17166,145,43.5,2,4,5
472,16,2018,26990,18283,145,44.09999847,2,4,5
473,59,2018,27995,15076,145,56.5,2,4,1
474,59,2017,25995,29330,145,56.5,2,4,1
475,57,2017,19995,25520,145,50.40000153,1.399999976,2,5
476,17,2020,38534,7521,145,49.59999847,2,4,1
477,20,2019,41995,933,145,45.59999847,2,4,1
478,16,2019,19990,6018,145,52.29999924,1.600000024,4,1
479,16,2019,18495,11330,145,42.79999924,1.5,2,5
480,59,2016,33995,23478,235,42.20000076,3,4,1
481,57,2017,18995,17872,145,64.19999695,1.600000024,2,1
482,18,2019,30709,4327,145,39.79999924,2,4,5
483,60,2019,48136,4813,145,33.20000076,3,4,1
484,57,2019,24365,3578,145,47.90000153,1.600000024,2,1
485,19,2019,33295,4196,145,47.90000153,2,4,1
486,14,2015,13995,32065,30,55.40000153,1.399999976,2,5
487,21,2017,28995,15072,200,47.09999847,3,4,1
488,58,2017,16490,50286,145,61.40000153,2,2,1
489,58,2017,23995,25667,145,40.40000153,2,4,5
490,60,2017,35995,33165,200,47.90000153,3,4,1
491,57,2017,19995,27078,125,50.40000153,1.399999976,2,5
492,57,2017,19995,29874,125,50.40000153,1.399999976,2,5
493,59,2015,21995,28977,200,47.09999847,2,4,1
494,58,2016,21995,28526,160,50.40000153,2,4,1
495,58,2017,22995,14068,145,54.29999924,2,2,1
496,16,2018,18990,6321,145,50.40000153,2,2,5
497,21,2018,40990,4440,145,37.70000076,3,4,5
498,16,2019,23995,2085,145,51.40000153,1.600000024,2,1
