ID,model_ID,year,price,mileage,tax,mpg,engineSize,transmission_ID,fuel_ID
27856,7,2014,11998,11545,165,44.79999924,2,2,5
27857,3,2020,25998,3160,140,113,1.5,1,3
27858,1,2020,31998,1560,150,48.70000076,2,4,1
27859,85,2020,29998,1850,150,49.59999847,2,2,1
27860,87,2019,33998,7272,150,42.79999924,2,4,1
27861,87,2019,33998,7272,150,42.79999924,2,4,1
27862,1,2017,14995,19866,30,65.69999695,2,2,1
27863,8,2016,17995,22476,145,48.70000076,2,4,5
27864,1,2013,14498,42786,235,37.70000076,3,4,5
27865,1,2015,10998,42410,30,65.69999695,2,2,1
27866,9,2014,11998,60681,125,57.59999847,2,4,1
27867,84,2016,14498,57717,125,58.90000153,2,2,1
27868,7,2017,16998,8096,145,51.40000153,2,4,5
27869,1,2015,11498,49151,30,62.79999924,2,2,1
27870,89,2017,29498,40429,200,47.09999847,3,4,1
27871,54,2016,31498,21107,300,34,3,4,5
27872,1,2016,19498,33043,200,39.79999924,3,4,5
27873,84,2016,17998,50378,125,57.59999847,2,4,1
27874,9,2019,25998,11115,145,65.69999695,2,4,1
27875,84,2013,8298,69020,125,57.59999847,2,2,1
27876,12,2019,61898,2650,145,39.79999924,3,4,1
27877,1,2014,13298,55834,300,35.29999924,3,2,5
27878,7,2019,21898,5761,150,55.40000153,2,4,1
27879,1,2017,11498,47110,0,78.5,1.5,4,1
27880,86,2014,17495,54075,145,54.29999924,2,4,1
27881,9,2015,14998,45152,30,62.79999924,2,4,1
27882,3,2014,10498,52091,125,58.90000153,2,2,1
27883,1,2019,19998,4812,145,47.90000153,2,4,5
27884,84,2016,16698,37272,160,44.79999924,2,4,5
27885,7,2019,27998,4250,145,48.70000076,2,4,1
27886,9,2018,27798,15711,145,60.09999847,3,4,1
27887,1,2016,18298,21236,260,36.20000076,3,2,5
27888,1,2017,14698,24008,145,55.5,1.5,4,5
27889,84,2016,18498,25994,145,55.40000153,2,4,1
27890,88,2015,27998,24188,200,47.09999847,3,1,1
27891,88,2015,21498,59216,200,47.90000153,3,1,1
27892,1,2017,19498,21171,260,36.20000076,3,2,5
27893,1,2017,14498,24259,145,52.29999924,1.5,2,5
27894,9,2017,22998,19379,145,65.69999695,2,4,1
27895,1,2017,14498,20790,145,70.59999847,1.5,2,1
27896,9,2019,29898,2743,145,60.09999847,2,4,1
27897,7,2019,22998,6000,145,48.70000076,2,4,5
27898,7,2019,29998,3980,145,53.29999924,2,2,1
27899,8,2019,29898,101,145,60.09999847,2,4,1
27900,9,2017,20498,12725,145,68.90000153,2,4,1
27901,7,2019,27650,18200,150,48.70000076,2,4,1
27902,93,2016,18650,25300,205,41.5,2,4,5
27903,8,2018,22995,7200,145,48.70000076,2,1,5
27904,89,2018,36995,6100,145,47.09999847,3,4,1
27905,9,2018,26995,6800,145,68.90000153,2,1,1
27906,1,2013,11995,31600,125,57.59999847,2,2,1
27907,9,2018,25995,8700,145,49.59999847,2,4,1
27908,89,2016,29995,43600,200,44.79999924,3,1,1
27909,7,2018,21495,16452,150,48.70000076,2,4,5
27910,9,2017,22998,15838,145,60.09999847,2,1,1
27911,9,2019,34498,6775,145,51.40000153,3,1,1
27912,1,2019,18498,11234,145,68.90000153,2,4,1
27913,11,2019,45898,5893,145,44.09999847,3,4,1
27914,86,2019,37898,9781,145,48.70000076,3,4,1
27915,88,2016,34498,17303,0,85.59999847,2,1,3
27916,1,2016,17998,25334,300,35.29999924,3,2,5
27917,7,2016,18498,36501,145,53.29999924,3,4,1
27918,3,2019,23998,2318,145,47.90000153,2,4,5
27919,84,2017,21498,14418,145,55.40000153,2,4,1
27920,84,2017,18500,12160,145,65.69999695,2,4,1
27921,86,2018,31000,20290,145,48.70000076,3,4,1
27922,84,2016,19500,13690,125,57.59999847,2,4,1
27923,88,2017,34000,22158,205,47.09999847,3,1,1
27924,88,2015,28000,36174,205,47.09999847,3,1,1
27925,7,2018,22000,30000,150,53.29999924,3,4,1
27926,1,2016,16000,40125,305,35.29999924,3,2,5
27927,7,2017,18000,20087,165,44.79999924,2,2,5
27928,90,2020,78000,5000,150,31.39999962,3,4,1
27929,7,2018,22500,11150,145,48.70000076,2,4,5
27930,1,2018,15500,5827,145,37.70000076,1.5,2,5
27931,8,2019,29000,14000,145,50.40000153,3,4,1
27932,8,2019,24700,5196,145,65.69999695,2,4,1
27933,3,2019,24000,2500,145,39.20000076,1.5,4,5
27934,1,2018,16000,7000,145,50.40000153,1.5,2,1
27935,86,2019,56000,26,145,24.79999924,3,4,5
27936,1,2019,32000,4493,145,34.5,2,4,5
27937,84,2018,20000,10545,145,60.09999847,2,4,1
27938,84,2017,22000,16500,145,44.79999924,2,4,5
27939,7,2016,16998,43695,0,134.5,2,4,3
27940,86,2015,17498,48867,145,54.29999924,2,4,1
27941,1,2017,15798,23157,145,54.29999924,1.5,4,5
27942,84,2016,18998,30434,125,57.59999847,2,4,1
27943,7,2015,20000,39700,160,50.40000153,3,4,1
27944,9,2019,28000,5739,145,62.79999924,2,4,1
27945,88,2017,41500,18000,145,42.79999924,3,1,1
27946,1,2018,16000,24275,145,68.90000153,1.5,4,1
27947,8,2017,20800,14774,125,58.90000153,2,4,1
27948,7,2018,20500,12133,145,48.70000076,2,4,5
27949,1,2017,15500,15645,125,52.29999924,1.5,2,5
27950,87,2016,25000,25085,200,47.90000153,3,4,1
27951,1,2017,21500,19486,145,39.79999924,3,4,5
27952,85,2019,30000,5431,145,48.70000076,2,4,1
27953,11,2020,53000,6555,145,42.20000076,3,4,1
27954,7,2014,14000,73923,160,52.29999924,3,4,1
27955,1,2018,25990,6500,150,32.5,3,4,5
27956,87,2018,32000,10920,150,42.79999924,2,4,1
27957,7,2019,24300,8000,150,44.79999924,2,4,5
27958,9,2019,33000,12250,150,53.29999924,3,4,1
27959,86,2016,20500,37000,145,54.29999924,2,4,1
27960,7,2016,19000,40500,145,53.29999924,3,4,1
27961,7,2017,18000,33000,145,60.09999847,2,4,1
27962,54,2020,51000,2000,145,32.5,3,4,5
27963,86,2015,16500,48000,145,54.29999924,2,4,1
27964,8,2017,19800,17410,150,40.90000153,2,2,5
27965,1,2017,13500,25975,145,53.29999924,1.5,2,5
27966,1,2019,18500,12054,150,54.29999924,1.5,4,5
27967,1,2014,9300,51203,30,65.69999695,2,2,1
27968,88,2019,50000,5145,150,37.70000076,3,4,1
27969,1,2017,11800,23274,20,72.40000153,1.5,2,1
27970,8,2018,22000,10948,145,60.09999847,2,4,1
27971,3,2019,27500,7000,145,38.20000076,3,4,5
27972,9,2019,28000,16000,145,60.09999847,3,4,1
27973,3,2020,29000,5550,145,43.5,1.5,2,5
27974,7,2014,16800,50687,160,52.29999924,3,4,1
27975,7,2013,15500,46500,150,55.40000153,3,4,1
27976,84,2016,19300,25300,125,60.09999847,2,4,1
27977,1,2017,16998,12458,30,62.79999924,2,4,1
27978,1,2017,21498,21200,200,39.79999924,3,4,5
27979,8,2016,18998,20151,145,53.29999924,3,4,1
27980,84,2017,18498,13278,125,58.90000153,2,2,1
27981,9,2019,27000,9000,145,48.70000076,2,4,5
27982,3,2018,18000,13174,145,49.59999847,2,4,1
27983,11,2016,26000,39085,145,54.29999924,3,4,1
27984,7,2017,25500,14834,145,51.40000153,3,4,1
27985,7,2016,18000,15088,145,55.40000153,3,4,1
27986,1,2017,16800,16761,145,67.30000305,2,4,1
27987,7,2018,21300,18564,145,60.09999847,2,4,1
27988,85,2019,29000,1418,145,36.20000076,2,4,5
27989,7,2019,34000,5525,145,50.40000153,2,4,1
27990,7,2017,24000,15338,145,49.59999847,3,4,1
27991,7,2013,14990,35500,145,55.40000153,2,4,1
27992,9,2017,30000,11086,145,53.29999924,3,4,1
27993,1,2018,15800,11132,145,55.5,1.5,4,5
27994,1,2018,16500,7656,145,37.20000076,1.5,4,5
27995,86,2015,19500,41567,145,54.29999924,2,4,1
27996,9,2019,40000,1034,145,39.20000076,3,4,5
27997,1,2017,21800,20294,200,39.79999924,3,4,5
27998,7,2017,20998,30422,145,51.40000153,3,4,1
27999,7,2017,19698,20313,145,56.5,3,4,1
28000,7,2016,21498,28775,160,51.40000153,3,4,1
28001,7,2015,17200,6147,145,47.90000153,2,4,5
28002,88,2013,24000,45150,200,45.59999847,3,1,1
28003,1,2019,26000,2073,145,57.70000076,1.5,2,1
28004,8,2020,27000,25,145,48.70000076,2,4,5
28005,8,2020,27500,25,145,60.09999847,2,4,1
28006,88,2019,52000,6500,145,37.70000076,3,4,1
28007,8,2019,32000,4025,145,50.40000153,3,4,1
28008,3,2015,10498,27221,0,74.30000305,1.5,2,1
28009,7,2013,9985,75561,20,68.90000153,2,2,1
28010,87,2015,19485,53755,160,52.29999924,2,2,1
28011,7,2013,9965,95043,30,62.79999924,2,4,1
28012,84,2014,10985,56952,160,52.29999924,2,4,1
28013,1,2017,13489,59066,20,72.40000153,1.5,4,1
28014,7,2016,13994,46889,30,67.30000305,2,4,1
28015,9,2019,35950,5137,145,51.40000153,3,4,1
28016,8,2019,25490,8794,145,60.09999847,2,4,1
28017,9,2019,34900,9854,145,53.29999924,3,4,1
28018,11,2018,42000,7123,145,52.29999924,3,4,1
28019,1,2014,12000,41500,125,57.59999847,2,2,1
28020,1,2016,14000,24678,30,65.69999695,2,2,1
28021,54,2019,48000,2258,145,34,3,4,5
28022,3,2019,23950,4413,145,46.29999924,2,4,1
28023,8,2019,26550,7292,145,58.90000153,2,4,1
28024,84,2016,18000,46354,125,57.59999847,2,4,1
28025,10,2018,27990,21525,150,49.59999847,3,4,1
28026,1,2017,13450,15663,150,53.29999924,1.5,2,5
28027,88,2017,34990,18000,200,47.09999847,3,1,1
28028,8,2020,29500,17,145,60.09999847,2,4,1
28029,9,2019,28500,3816,145,62.79999924,2,4,1
28030,9,2019,26000,4405,145,48.70000076,2,4,5
28031,85,2019,27000,4825,145,49.59999847,2,2,1
28032,8,2019,27000,4406,145,60.09999847,2,4,1
28033,7,2019,33000,11564,145,49.59999847,2,4,1
28034,85,2019,32000,10,145,34,2,4,5
28035,9,2016,14495,51700,30,65.69999695,2,4,1
28036,7,2013,9498,55701,145,47.90000153,1.600000024,4,5
28037,1,2018,23498,11131,145,39.79999924,3,4,5
28038,7,2020,51000,5000,150,43.5,3,4,1
28039,86,2016,22000,25000,150,54.29999924,2,4,1
28040,1,2017,23000,18100,150,39.79999924,3,4,5
28041,89,2018,39990,7427,145,40.90000153,3,4,1
28042,7,2017,17000,43362,145,56.5,3,4,1
28043,1,2017,11990,18435,125,53.29999924,1.5,2,5
28044,1,2019,16500,5000,145,72.40000153,1.5,4,1
28045,87,2018,40000,4135,145,37.20000076,3,4,1
28046,1,2019,27000,1214,145,51.40000153,2,4,1
28047,55,2019,72000,3545,145,24.10000038,4.400000095,4,5
28048,7,2017,19650,43267,145,62.79999924,2,4,1
28049,88,2020,60990,3500,145,33.59999847,3,4,1
28050,8,2019,22500,5623,145,65.69999695,2,4,1
28051,54,2018,43500,2577,150,34,3,4,5
28052,3,2015,18700,43617,265,37.20000076,3,4,5
28053,88,2015,26000,52936,205,47.09999847,3,1,1
28054,11,2017,34000,25000,150,53.29999924,3,4,1
28055,7,2014,15000,56000,150,55.40000153,2,4,1
28056,7,2017,18300,20000,150,62.79999924,2,4,1
28057,8,2015,15990,87597,160,51.40000153,3,4,1
28058,7,2013,9995,74449,200,41.5,2,2,5
28059,85,2019,23498,3241,150,40.40000153,2,4,5
28060,7,2019,34450,3500,145,45.59999847,3,4,1
28061,90,2019,67400,5600,150,33.59999847,3,4,1
28062,11,2019,47990,7780,145,34.5,3,4,5
28063,86,2020,35900,4500,150,54.29999924,2,4,1
28064,8,2016,18498,24188,145,55.40000153,3,4,1
28065,84,2017,18998,26939,145,65.69999695,2,4,1
28066,84,2018,16995,17276,150,46.29999924,1.5,4,5
28067,7,2017,20998,26252,145,51.40000153,3,4,1
28068,7,2017,15998,19675,125,51.40000153,2,4,5
28069,1,2019,29000,100,150,48.70000076,2,4,1
28070,88,2019,51000,6000,150,37.70000076,3,4,1
28071,88,2017,29945,30207,200,47.09999847,3,1,1
28072,9,2018,24595,28502,145,65.69999695,2,4,1
28073,9,2014,13990,73837,160,51.40000153,3,4,1
28074,7,2017,14990,48604,30,67.30000305,2,4,1
28075,9,2017,22990,33492,145,60.09999847,2,4,1
28076,9,2013,10495,83380,125,57.59999847,2,4,1
28077,8,2018,22595,18937,145,48.70000076,2,4,5
28078,7,2019,27995,2460,145,53.29999924,2,4,1
28079,84,2016,17298,48697,125,57.59999847,2,4,1
28080,84,2018,16995,17276,150,46.29999924,1.5,4,5
28081,84,2017,17995,23692,125,58.90000153,2,2,1
28082,9,2017,21998,25260,145,60.09999847,2,4,1
28083,84,2017,16698,25291,30,65.69999695,2,4,1
28084,1,2015,12298,37634,30,64.19999695,2,4,1
28085,1,2017,13798,34446,145,65.69999695,2,2,1
28086,1,2018,14000,19995,145,37.70000076,1.5,2,5
28087,8,2018,24000,24848,145,36.70000076,3,2,5
28088,54,2020,50000,700,145,34,3,4,5
28089,8,2018,21500,4038,150,45.59999847,2,4,5
28090,7,2016,22000,31250,165,51.40000153,3,4,1
28091,9,2015,16000,64194,165,51.40000153,3,4,1
28092,7,2015,18500,38218,165,51.40000153,3,4,1
28093,7,2019,28000,6148,145,52.29999924,2,1,1
28094,7,2018,27000,13430,145,49.59999847,3,1,1
28095,86,2015,17000,35500,200,47.90000153,3,4,1
28096,86,2014,14495,56787,150,54.29999924,2,4,1
28097,1,2016,16200,13369,20,68.90000153,1.5,4,1
28098,3,2018,19000,3764,145,53.29999924,1.5,4,5
28099,8,2017,17495,13471,145,46.29999924,2,2,5
28100,45,2016,48998,10087,0,134.5,1.5,1,3
28101,87,2018,36000,5000,145,40.40000153,3,4,1
28102,54,2020,43000,40,145,34,3,4,5
28103,7,2020,40000,2000,145,47.90000153,3,4,1
28104,11,2019,49000,7970,145,44.79999924,3,4,1
28105,52,2016,31000,14712,260,35.79999924,3,4,5
28106,90,2019,67000,4900,145,33.59999847,3,4,1
28107,9,2018,30500,9671,145,39.20000076,3,4,5
28108,3,2019,21500,2070,145,40.90000153,1.5,4,5
28109,7,2016,19500,49104,160,51.40000153,3,4,1
28110,1,2016,19000,42792,200,39.79999924,3,4,5
28111,3,2019,30000,5555,145,38.20000076,3,4,5
28112,9,2019,42500,3555,145,51.40000153,3,4,1
28113,7,2016,22500,16890,160,51.40000153,3,4,1
28114,3,2020,36000,5550,145,36.20000076,2,4,5
28115,7,2018,25000,23555,145,49.59999847,3,4,1
28116,3,2018,14998,2683,145,44.09999847,1.5,2,5
28117,84,2017,16998,46622,125,57.59999847,2,4,1
28118,7,2016,13298,46392,0,74.30000305,2,4,1
28119,7,2013,12298,73845,145,54.29999924,3,4,1
28120,9,2018,23998,14052,145,62.79999924,2,4,1
28121,7,2019,26498,21165,145,48.70000076,2,4,1
28122,8,2019,21998,19856,145,65.69999695,2,4,1
28123,7,2019,23298,11974,145,54.29999924,2,4,1
28124,1,2015,13500,31652,30,62.79999924,2,2,1
28125,3,2018,17500,6079,145,51.40000153,2,1,1
28126,1,2019,16600,7000,145,68.90000153,2,2,1
28127,3,2016,16450,10250,30,62.79999924,2,4,1
28128,88,2019,49000,4860,145,37.70000076,3,4,1
28129,84,2019,25500,2984,145,60.09999847,2,1,1
28130,7,2016,14000,30679,125,62.79999924,2,2,1
28131,10,2017,27500,21083,145,51.40000153,3,4,1
28132,1,2017,13500,16423,150,72.40000153,1.5,2,1
28133,8,2019,25000,4000,150,55.40000153,2,2,1
28134,7,2019,32000,15114,150,49.59999847,3,4,1
28135,9,2017,30000,9750,150,56.5,3,4,1
28136,9,2017,21900,38649,145,65.69999695,2,4,1
28137,7,2019,34900,4600,145,49.59999847,2,4,1
28138,1,2019,22700,14822,145,60.09999847,2,4,1
28139,85,2018,23900,12887,145,61.40000153,2,4,1
28140,8,2019,27450,8142,145,52.29999924,3,4,1
28141,88,2019,46600,9584,145,37.70000076,3,4,1
28142,8,2019,26800,7667,145,58.90000153,2,4,1
28143,1,2015,16450,25499,125,60.09999847,2,4,1
28144,84,2019,25000,3715,145,68.90000153,2,2,1
28145,85,2019,27000,49,145,50.40000153,2,1,1
28146,7,2019,32000,5557,145,49.59999847,2,1,1
28147,3,2019,21000,2380,145,40.90000153,1.5,4,5
28148,3,2019,21000,3078,145,39.79999924,1.5,2,5
28149,3,2019,21000,1251,145,42.79999924,1.5,2,5
28150,3,2019,23500,2664,145,50.40000153,2,4,5
28151,3,2019,20500,1612,145,42.79999924,1.5,2,5
28152,8,2018,20500,6668,145,65.69999695,2,4,1
28153,3,2019,20500,6679,145,47.90000153,2,1,5
28154,3,2019,20500,1689,145,50.40000153,2,1,5
28155,9,2017,24998,24769,145,60.09999847,3,4,1
28156,8,2018,20990,26706,150,58.90000153,2,4,1
28157,86,2016,18990,12996,150,54.29999924,2,4,1
28158,3,2019,19500,1501,145,42.79999924,1.5,2,5
28159,3,2019,23500,2164,145,49.59999847,2,4,1
28160,54,2020,48000,30,145,34,3,4,5
28161,9,2019,29500,3388,145,60.09999847,3,1,1
28162,3,2015,12000,28410,30,57.59999847,1.5,2,5
28163,3,2019,24000,477,145,47.90000153,2,1,5
28164,9,2019,30000,10654,145,60.09999847,2,1,1
28165,85,2019,29000,2472,145,48.70000076,2,1,1
28166,8,2019,25450,1000,150,60.09999847,2,4,1
28167,85,2018,24490,7100,150,61.40000153,2,4,1
28168,84,2014,12490,49400,165,51.40000153,2,4,1
28169,3,2019,19750,9014,145,49.59999847,2,4,1
28170,9,2017,21900,23291,145,65.69999695,2,4,1
28171,84,2018,21500,12710,145,44.79999924,2,4,5
28172,7,2018,27500,9329,145,51.40000153,3,4,1
28173,88,2018,34756,20630,145,47.09999847,3,1,1
28174,1,2017,21514,15907,150,39.79999924,3,4,5
28175,84,2016,18998,24347,150,55.40000153,2,4,1
28176,1,2019,22000,2574,145,44.09999847,1.5,2,5
28177,1,2019,21000,1906,145,44.09999847,1.5,2,5
28178,7,2019,31000,1397,145,50.40000153,2,4,1
28179,88,2014,25000,38389,200,47.09999847,3,1,1
